param,value,total,holding,ordering,shortage,order_miss_penalty,sum_Q,sum_SS,sum_ROP,convergence_sec,pop,gens,kmax,ls_max_iters,seed,svc,lt_fac,bfac,logc,delta_total,delta_holding,delta_ordering,delta_shortage,delta_order_miss_penalty,delta_sum_Q,delta_sum_SS,delta_sum_ROP,Method
lt_factor,0.75,"174,794,093.47","100,536,980.84","63,189,037.63","11,068,075.00",0.00,2529,16867,37334.00208,26.6564462,120,300,2,5,123,1.2816,0.75,1,1,0,0,0,0,0,0,0,-6822.334028,GA
lt_factor,1,"174,794,093.47","100,536,980.84","63,189,037.63","11,068,075.00",0.00,2529,16867,44156.33611,33.7775951,120,300,2,5,123,1.2816,1,1,1,0,0,0,0,0,0,0,0,GA
lt_factor,1.25,"174,794,093.47","100,536,980.84","63,189,037.63","11,068,075.00",0.00,2529,16867,50978.67014,27.6176638,120,300,2,5,123,1.2816,1.25,1,1,0,0,0,0,0,0,0,6822.334028,GA
lt_factor,1.5,"174,794,093.47","100,536,980.84","63,189,037.63","11,068,075.00",0.00,2529,16867,57801.00417,24.4610436,120,300,2,5,123,1.2816,1.5,1,1,0,0,0,0,0,0,0,13644.66806,GA
lt_factor,1.75,"174,794,093.47","100,536,980.84","63,189,037.63","11,068,075.00",0.00,2529,16867,64623.33819,24.694438,120,300,2,5,123,1.2816,1.75,1,1,0,0,0,0,0,0,0,20467.00208,GA
budget_factor,1,"174,794,093.47","100,536,980.84","63,189,037.63","11,068,075.00",0.00,2529,16867,44156.33611,23.907495,120,300,2,5,123,1.2816,1,1,1,0,0,0,0,0,0,0,0,GA
budget_factor,1.2,"174,399,017.47","100,920,760.84","63,189,037.63","10,289,219.00",0.00,2529,16942,44231.33611,23.1109831,120,300,2,5,123,1.2816,1,1.2,1,-395076,383780,0,-778856,0,0,75,75,GA
budget_factor,1.5,"174,755,696.47","100,607,438.84","63,189,037.63","10,959,220.00",0.00,2529,16876,44165.33611,22.5164265,120,300,2,5,123,1.2816,1,1.5,1,-38397,70458,0,-108855,0,0,9,9,GA
budget_factor,1.7,"174,755,696.47","100,607,438.84","63,189,037.63","10,959,220.00",0.00,2529,16876,44165.33611,25.3694801,120,300,2,5,123,1.2816,1,1.7,1,-38397,70458,0,-108855,0,0,9,9,GA
budget_factor,2,"174,755,696.47","100,607,438.84","63,189,037.63","10,959,220.00",0.00,2529,16876,44165.33611,29.6190892,120,300,2,5,123,1.2816,1,2,1,-38397,70458,0,-108855,0,0,9,9,GA
log_cost,1,"174,794,093.47","100,536,980.84","63,189,037.63","11,068,075.00",0.00,2529,16867,44156.33611,24.940783,120,300,2,5,123,1.2816,1,1,1,0,0,0,0,0,0,0,0,GA
log_cost,1.1,"184,856,090.05","110,500,242.42","63,189,037.63","11,166,810.00",0.00,2529,16832,44121.33611,29.8741465,120,300,2,5,123,1.2816,1,1,1.1,10061996.58,9963261.584,0,98735,0,0,-35,-35,GA
log_cost,1.2,"194,896,561.63","120,468,733.01","63,189,037.63","11,238,791.00",0.00,2529,16819,44108.33611,29.4585182,120,300,2,5,123,1.2816,1,1,1.2,20102468.17,19931752.17,0,170716,0,0,-48,-48,GA
log_cost,1.3,"204,935,622.72","130,507,794.09","63,189,037.63","11,238,791.00",0.00,2529,16819,44108.33611,43.0161846,120,300,2,5,123,1.2816,1,1,1.3,30141529.25,29970813.25,0,170716,0,0,-48,-48,GA
log_cost,1.4,"214,974,683.80","140,546,855.18","63,189,037.63","11,238,791.00",0.00,2529,16819,44108.33611,27.094242,120,300,2,5,123,1.2816,1,1,1.4,40180590.34,40009874.34,0,170716,0,0,-48,-48,GA
log_cost,1.5,"225,013,744.89","150,585,916.26","63,189,037.63","11,238,791.00",0.00,2529,16819,44108.33611,40.7157381,120,300,2,5,123,1.2816,1,1,1.5,50219651.42,50048935.42,0,170716,0,0,-48,-48,GA
pop_size,40,"174,830,648.35","100,387,329.63","63,204,527.72","11,238,791.00",0.00,2494,16819,44108.33611,8.6919231,40,300,2,5,123,1.2816,1,1,1,36554.87938,-149651.2109,15490.09027,170716,0,-35,-48,-48,GA
pop_size,80,"174,810,613.47","100,454,765.84","63,189,037.63","11,166,810.00",0.00,2529,16832,44121.33611,16.0393609,80,300,2,5,123,1.2816,1,1,1,16520,-82215,0,98735,0,0,-35,-35,GA
pop_size,120,"174,794,093.47","100,536,980.84","63,189,037.63","11,068,075.00",0.00,2529,16867,44156.33611,26.3960122,120,300,2,5,123,1.2816,1,1,1,0,0,0,0,0,0,0,0,GA
pop_size,160,"174,810,613.47","100,454,765.84","63,189,037.63","11,166,810.00",0.00,2529,16832,44121.33611,34.7729753,160,300,2,5,123,1.2816,1,1,1,16520,-82215,0,98735,0,0,-35,-35,GA
pop_size,200,"174,794,093.47","100,536,980.84","63,189,037.63","11,068,075.00",0.00,2529,16867,44156.33611,42.4728733,200,300,2,5,123,1.2816,1,1,1,0,0,0,0,0,0,0,0,GA
iterations,100,"174,801,919.47","100,472,825.84","63,189,037.63","11,140,056.00",0.00,2529,16854,44143.33611,9.7149064,120,100,2,5,123,1.2816,1,1,1,7826,-64155,0,71981,0,0,-13,-13,GA
iterations,200,"174,794,093.47","100,536,980.84","63,189,037.63","11,068,075.00",0.00,2529,16867,44156.33611,15.2170834,120,200,2,5,123,1.2816,1,1,1,0,0,0,0,0,0,0,0,GA
iterations,300,"174,794,093.47","100,536,980.84","63,189,037.63","11,068,075.00",0.00,2529,16867,44156.33611,22.9387749,120,300,2,5,123,1.2816,1,1,1,0,0,0,0,0,0,0,0,GA
iterations,400,"174,794,093.47","100,536,980.84","63,189,037.63","11,068,075.00",0.00,2529,16867,44156.33611,31.9887052,120,400,2,5,123,1.2816,1,1,1,0,0,0,0,0,0,0,0,GA
iterations,500,"174,794,093.47","100,536,980.84","63,189,037.63","11,068,075.00",0.00,2529,16867,44156.33611,42.7880384,120,500,2,5,123,1.2816,1,1,1,0,0,0,0,0,0,0,0,GA
neighborhood_kmax,2,"174,794,093.47","100,536,980.84","63,189,037.63","11,068,075.00",0.00,2529,16867,44156.33611,29.324836,120,300,2,5,123,1.2816,1,1,1,0,0,0,0,0,0,0,0,GA
neighborhood_kmax,3,"174,794,093.47","100,536,980.84","63,189,037.63","11,068,075.00",0.00,2529,16867,44156.33611,26.9842983,120,300,3,5,123,1.2816,1,1,1,0,0,0,0,0,0,0,0,GA
neighborhood_kmax,5,"174,794,093.47","100,536,980.84","63,189,037.63","11,068,075.00",0.00,2529,16867,44156.33611,29.8757654,120,300,5,5,123,1.2816,1,1,1,0,0,0,0,0,0,0,0,GA
neighborhood_kmax,7,"174,794,093.47","100,536,980.84","63,189,037.63","11,068,075.00",0.00,2529,16867,44156.33611,25.8361846,120,300,7,5,123,1.2816,1,1,1,0,0,0,0,0,0,0,0,GA
neighborhood_kmax,9,"174,794,093.47","100,536,980.84","63,189,037.63","11,068,075.00",0.00,2529,16867,44156.33611,29.4441615,120,300,9,5,123,1.2816,1,1,1,0,0,0,0,0,0,0,0,GA
neighborhood_kmax,11,"174,794,093.47","100,536,980.84","63,189,037.63","11,068,075.00",0.00,2529,16867,44156.33611,30.6169848,120,300,11,5,123,1.2816,1,1,1,0,0,0,0,0,0,0,0,GA
ls_max_iters,2,"174,794,093.47","100,536,980.84","63,189,037.63","11,068,075.00",0.00,2529,16867,44156.33611,28.9697331,120,300,2,2,123,1.2816,1,1,1,0,0,0,0,0,0,0,0,GA
ls_max_iters,5,"174,794,093.47","100,536,980.84","63,189,037.63","11,068,075.00",0.00,2529,16867,44156.33611,35.7633733,120,300,2,5,123,1.2816,1,1,1,0,0,0,0,0,0,0,0,GA
ls_max_iters,10,"174,794,093.47","100,536,980.84","63,189,037.63","11,068,075.00",0.00,2529,16867,44156.33611,32.7335046,120,300,2,10,123,1.2816,1,1,1,0,0,0,0,0,0,0,0,GA
ls_max_iters,20,"174,794,093.47","100,536,980.84","63,189,037.63","11,068,075.00",0.00,2529,16867,44156.33611,32.6118402,120,300,2,20,123,1.2816,1,1,1,0,0,0,0,0,0,0,0,GA
ls_max_iters,50,"174,794,093.47","100,536,980.84","63,189,037.63","11,068,075.00",0.00,2529,16867,44156.33611,28.0313734,120,300,2,50,123,1.2816,1,1,1,0,0,0,0,0,0,0,0,GA
ls_max_iters,80,"174,794,093.47","100,536,980.84","63,189,037.63","11,068,075.00",0.00,2529,16867,44156.33611,23.4852062,120,300,2,80,123,1.2816,1,1,1,0,0,0,0,0,0,0,0,GA
ls_max_iters,120,"174,794,093.47","100,536,980.84","63,189,037.63","11,068,075.00",0.00,2529,16867,44156.33611,21.8200911,120,300,2,120,123,1.2816,1,1,1,0,0,0,0,0,0,0,0,GA
seed,42,"174,792,121.47","100,487,217.84","63,189,037.63","11,115,866.00",0.00,2529,16856,44145.33611,23.6859726,120,300,2,5,42,1.2816,1,1,1,-1972,-49763,0,47791,0,0,-11,-11,GA
seed,99,"174,795,817.47","100,528,231.84","63,189,037.63","11,078,548.00",0.00,2529,16860,44149.33611,24.912231,120,300,2,5,99,1.2816,1,1,1,1724,-8749,0,10473,0,0,-7,-7,GA
seed,123,"174,794,093.47","100,536,980.84","63,189,037.63","11,068,075.00",0.00,2529,16867,44156.33611,118.5714833,120,300,2,5,123,1.2816,1,1,1,0,0,0,0,0,0,0,0,GA
seed,147,"174,787,824.35","100,590,480.63","63,204,527.72","10,992,816.00",0.00,2494,16863,44152.33611,106.9173662,120,300,2,5,147,1.2816,1,1,1,-6269.120621,53499.78911,15490.09027,-75259,0,-35,-4,-4,GA
